"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"GRUPO","SANTA ANA",35,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503439.91,4790194.33
"GRUPO","SANTA ANA",36,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503443.49,4790196.76
"GRUPO","SANTA ANA",37,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503451.78,4790202.34
"GRUPO","SANTA ANA",38,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503454.57,4790204.19
"GRUPO","SANTA ANA",39,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503444.63,4790209.45
"GRUPO","SANTA ANA",40,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503441.78,4790207.55
"GRUPO","SANTA ANA",41,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503432.55,4790201.32
"GRUPO","SANTA ANA",42,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503429.68,4790199.43
"GRUPO","SANTA ANA",43,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503420.27,4790193.09
"GRUPO","SANTA ANA",44,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503417.48,4790191.18
"GRUPO","SANTA ANA",45,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503408.13,4790184.89
"GRUPO","SANTA ANA",46,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503405.34,4790182.99
"GRUPO","SANTA ANA",47,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503396.04,4790176.75
"GRUPO","SANTA ANA",48,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503393.16,4790174.8
"GRUPO","SANTA ANA",49,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503435.81,4790233.07
"GRUPO","SANTA ANA",61,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503502.29,4790189.14
"GRUPO","SANTA ANA",63,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503481.72,4790205.2
"CALLE","SANTA ANA DE BOLUETA",2,"4 - BEGOÑA","BOLUETA",38,48004,507480.33,4788399.17
"CALLE","SANTA ANA DE BOLUETA",4,"4 - BEGOÑA","BOLUETA",38,48004,507487.87,4788397.16
"CALLE","SANTA ANA DE BOLUETA",6,"4 - BEGOÑA","BOLUETA",38,48004,507495.29,4788395.35
"CALLE","SANTA ANA DE BOLUETA",8,"4 - BEGOÑA","BOLUETA",38,48004,507503.98,4788382.19
"CALLE","SANTA ANA DE BOLUETA",10,"4 - BEGOÑA","BOLUETA",38,48004,507536.58,4788389.4
"CALLE","SANTA CECILIA",1,"4 - BEGOÑA","SANTUTXU",28,48004,507114.54,4788798.74
"CALLE","SANTA CECILIA",2,"4 - BEGOÑA","SANTUTXU",28,48004,507104.89,4788789.39
"CALLE","SANTA CECILIA",2,"4 - BEGOÑA","SANTUTXU",28,48004,507122.55,4788783.19
"CALLE","SANTA CECILIA",3,"4 - BEGOÑA","SANTUTXU",28,48004,507129.58,4788793.47
"CALLE","SANTA CECILIA",4,"4 - BEGOÑA","SANTUTXU",28,48004,507140.2,4788777.03
"CALLE","SANTA CECILIA",5,"4 - BEGOÑA","SANTUTXU",28,48004,507144.6,4788788.13
"CALLE","SANTA CECILIA",6,"4 - BEGOÑA","SANTUTXU",28,48004,507155.26,4788771.72
"CALLE","SANTA CECILIA",7,"4 - BEGOÑA","SANTUTXU",31,48004,507191.4,4788771.58
"CALLE","SANTA CECILIA",8,"4 - BEGOÑA","SANTUTXU",31,48004,507191.11,4788758.02
"CALLE","SANTA CECILIA",10,"4 - BEGOÑA","SANTUTXU",31,48004,507210.48,4788752.23
"CALLE","SANTA CLARA",1,"4 - BEGOÑA","SANTUTXU",12,48006,507271.26,4789323.43
"CALLE","SANTA CLARA",2,"4 - BEGOÑA","SANTUTXU",10,48006,507202.12,4789393.36
"CALLE","SANTA CLARA",3,"4 - BEGOÑA","SANTUTXU",12,48006,507281.93,4789308.76
"CALLE","SANTA CLARA",4,"4 - BEGOÑA","SANTUTXU",10,48006,507210.74,4789381.27
"CALLE","SANTA CLARA",5,"4 - BEGOÑA","SANTUTXU",12,48006,507300.05,4789291.28
"CALLE","SANTA CLARA",6,"4 - BEGOÑA","SANTUTXU",10,48006,507215.85,4789374.09
"CALLE","SANTA CLARA",7,"4 - BEGOÑA","SANTUTXU",12,48006,507307.44,4789343.65
"CALLE","SANTA CLARA",8,"4 - BEGOÑA","SANTUTXU",10,48006,507224.66,4789362.06
"CALLE","SANTA CLARA",9,"4 - BEGOÑA","SANTUTXU",12,48006,507321.35,4789339.35
"CALLE","SANTA CLARA",10,"4 - BEGOÑA","SANTUTXU",10,48006,507233.55,4789349.88
"CALLE","SANTA CLARA",12,"4 - BEGOÑA","SANTUTXU",10,48006,507242.45,4789337.87
"CALLE","SANTA CLARA",14,"4 - BEGOÑA","SANTUTXU",10,48006,507251.22,4789325.62
"CALLE","SANTA CLARA",16,"4 - BEGOÑA","SANTUTXU",10,48006,507265.53,4789305.96
"CALLE","SANTA LUCIA",1,"4 - BEGOÑA","SANTUTXU",28,48004,507101.98,4788856.44
"CALLE","SANTA LUCIA",2,"4 - BEGOÑA","SANTUTXU",28,48004,507095.75,4788846.29
"CALLE","SANTA LUCIA",4,"4 - BEGOÑA","SANTUTXU",28,48004,507103.42,4788843.58
"CALLE","SANTA LUCIA",5,"4 - BEGOÑA","SANTUTXU",28,48004,507118.26,4788850.86
"CALLE","SANTA LUCIA",6,"4 - BEGOÑA","SANTUTXU",28,48004,507114.3,4788839.79
"CALLE","SANTA LUCIA",7,"4 - BEGOÑA","SANTUTXU",28,48004,507134.16,4788845.42
"CALLE","SANTA LUCIA",8,"4 - BEGOÑA","SANTUTXU",28,48004,507125.67,4788835.88
"CALLE","SANTA LUCIA",9,"4 - BEGOÑA","SANTUTXU",28,48004,507154.34,4788838.45
"CALLE","SANTA LUCIA",10,"4 - BEGOÑA","SANTUTXU",28,48004,507136.47,4788832.17
"CALLE","SANTA LUCIA",11,"4 - BEGOÑA","SANTUTXU",29,48004,507208.16,4788820.71
"CALLE","SANTA LUCIA",12,"4 - BEGOÑA","SANTUTXU",28,48004,507149.95,4788827.45
"CALLE","SANTA LUCIA",13,"4 - BEGOÑA","SANTUTXU",29,48004,507225.81,4788815.22
"CALLE","SANTA LUCIA",14,"4 - BEGOÑA","SANTUTXU",28,48004,507165.66,4788822.06
"CALLE","SANTA LUCIA",15,"4 - BEGOÑA","SANTUTXU",29,48004,507238.73,4788811.37
"CALLE","SANTA LUCIA",16,"4 - BEGOÑA","SANTUTXU",31,48004,507196.66,4788811.94
"CALLE","SANTA LUCIA",18,"4 - BEGOÑA","SANTUTXU",31,48004,507213.17,4788806.84
"CALLE","SANTA LUCIA",20,"4 - BEGOÑA","SANTUTXU",31,48004,507230.97,4788801.36
"CALLE","SANTA MARIA",1,"5 - IBAIONDO","CASCO VIEJO",5,48005,506081.94,4789752.07
"CALLE","SANTA MARIA",2,"5 - IBAIONDO","CASCO VIEJO",6,48005,506091.9,4789726.3
"CALLE","SANTA MARIA",3,"5 - IBAIONDO","CASCO VIEJO",5,48005,506101.54,4789727.08
"CALLE","SANTA MARIA",4,"5 - IBAIONDO","CASCO VIEJO",6,48005,506097.2,4789719.5
"CALLE","SANTA MARIA",5,"5 - IBAIONDO","CASCO VIEJO",5,48005,506111.3,4789714.63
"CALLE","SANTA MARIA",7,"5 - IBAIONDO","CASCO VIEJO",5,48005,506112.85,4789712.63
"CALLE","SANTA MARIA",8,"5 - IBAIONDO","CASCO VIEJO",6,48005,506104.66,4789710.05
"CALLE","SANTA MARIA",9,"5 - IBAIONDO","CASCO VIEJO",5,48005,506122,4789701.09
"CALLE","SANTA MARIA",10,"5 - IBAIONDO","CASCO VIEJO",6,48005,506114.03,4789698.31
"CALLE","SANTA MARIA",11,"5 - IBAIONDO","CASCO VIEJO",5,48005,506142.41,4789675.28
"CALLE","SANTA MARIA",12,"5 - IBAIONDO","CASCO VIEJO",6,48005,506127.54,4789681.33
"CALLE","SANTA MARIA",13,"5 - IBAIONDO","CASCO VIEJO",5,48005,506155.64,4789658.4
"CALLE","SANTA MARIA",14,"5 - IBAIONDO","CASCO VIEJO",6,48005,506135.42,4789671.22
"CALLE","SANTA MARIA",16,"5 - IBAIONDO","CASCO VIEJO",6,48005,506145.54,4789658.75
"CALLE","SANTA MARIA",18,"5 - IBAIONDO","CASCO VIEJO",6,48005,506150.57,4789652.67
"CARRETERA","SANTA MARINA",3,"3 - OTXARKOAGA-TXURDINAGA","DISEMINADO",1,48004,508286.57,4790627.3
"CARRETERA","SANTA MARINA",22,"3 - OTXARKOAGA-TXURDINAGA","DISEMINADO",1,48004,508391.65,4790560.79
"CARRETERA","SANTA MARINA",31,"3 - OTXARKOAGA-TXURDINAGA","DISEMINADO",1,48004,509014.09,4790453.56
"CARRETERA","SANTA MARINA",40,"3 - OTXARKOAGA-TXURDINAGA","DISEMINADO",2,48004,509226.11,4790056.22
"CARRETERA","SANTA MARINA",41,"3 - OTXARKOAGA-TXURDINAGA","DISEMINADO",1,48004,509635.92,4790166.57
"CALLE","SANTA MONICA",2,"5 - IBAIONDO","ITURRALDE",3,48006,507001.09,4789532.14
"CALLE","SANTA MONICA",4,"5 - IBAIONDO","ITURRALDE",3,48006,507014.46,4789535.09
"CALLE","SANTA MONICA",6,"5 - IBAIONDO","ITURRALDE",3,48006,507027.42,4789537.96
"CALLE","SANTANDER",1,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504361.6,4790925.11
"CALLE","SANTANDER",2,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504345.91,4790922.35
"CALLE","SANTANDER",3,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504330.11,4790919.52
"CALLE","SANTANDER",4,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504314.28,4790916.68
"CALLE","SANTANDER",5,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504298.59,4790913.94
"CALLE","SANTANDER",6,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504282.87,4790911.07
"CALLE","SANTANDER",7,"1 - DEUSTU","SAN PEDRO DE DEUSTU",35,48014,504266.91,4790908.33
"GRUPO","SANTIAGO",1,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503588.95,4790084.84
"GRUPO","SANTIAGO",2,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503589.83,4790085.76
"GRUPO","SANTIAGO",3,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503597.47,4790093.17
"GRUPO","SANTIAGO",4,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503598.42,4790094.11
"GRUPO","SANTIAGO",5,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503606.02,4790101.55
"GRUPO","SANTIAGO",6,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503607.04,4790102.57
"GRUPO","SANTIAGO",7,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503614.67,4790109.96
"GRUPO","SANTIAGO",8,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503615.62,4790110.9
"GRUPO","SANTIAGO",9,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503623.32,4790118.41
"GRUPO","SANTIAGO",10,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503624.16,4790119.22
"GRUPO","SANTIAGO",11,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503628.55,4790123.59
"GRUPO","SANTIAGO",12,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503606.08,4790072.14
"GRUPO","SANTIAGO",13,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503607.08,4790073.02
"GRUPO","SANTIAGO",14,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503614.6,4790080.45
"GRUPO","SANTIAGO",15,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503615.61,4790081.43
"GRUPO","SANTIAGO",16,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503623.14,4790088.87
"GRUPO","SANTIAGO",17,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503624.17,4790089.84
"GRUPO","SANTIAGO",18,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503631.67,4790097.3
"GRUPO","SANTIAGO",19,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503632.62,4790098.25
"GRUPO","SANTIAGO",20,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503640.26,4790105.74
"GRUPO","SANTIAGO",21,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503641.22,4790106.75
"GRUPO","SANTIAGO",22,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503645.16,4790111.25
"GRUPO","SANTIAGO",23,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503614.76,4790069.61
"GRUPO","SANTIAGO",24,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503615.71,4790070.55
"GRUPO","SANTIAGO",25,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503623.35,4790078.11
"GRUPO","SANTIAGO",26,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503624.39,4790079.01
"GRUPO","SANTIAGO",27,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503632.03,4790086.56
"GRUPO","SANTIAGO",28,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503633.02,4790087.51
"GRUPO","SANTIAGO",29,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503640.52,4790094.87
"GRUPO","SANTIAGO",30,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503641.42,4790095.8
"GRUPO","SANTIAGO",31,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503649.18,4790103.34
"GRUPO","SANTIAGO",32,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503649.97,4790104.21
"GRUPO","SANTIAGO",33,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503634.8,4790060.8
"GRUPO","SANTIAGO",34,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503635.8,4790061.65
"GRUPO","SANTIAGO",35,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503643.34,4790068.92
"GRUPO","SANTIAGO",36,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503644.33,4790069.86
"GRUPO","SANTIAGO",37,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503651.99,4790077.18
"GRUPO","SANTIAGO",38,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503652.99,4790078.12
"GRUPO","SANTIAGO",39,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503660.7,4790085.52
"GRUPO","SANTIAGO",40,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503661.6,4790086.46
"GRUPO","SANTIAGO",41,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503647.89,4790062.37
"GRUPO","SANTIAGO",42,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503648.89,4790063.32
"GRUPO","SANTIAGO",43,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503656.9,4790070.4
"GRUPO","SANTIAGO",44,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503657.53,4790071.66
"GRUPO","SANTIAGO",45,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503665.08,4790079.03
"GRUPO","SANTIAGO",46,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503666.03,4790079.84
"GRUPO","SANTIAGO",47,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503669.98,4790054.44
"GRUPO","SANTIAGO",48,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503670.93,4790055.37
"GRUPO","SANTIAGO",49,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503676.61,4790060.88
"GRUPO","SANTIAGO",50,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503680.97,4790065.15
"GRUPO","SANTIAGO",51,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503676.06,4790049.47
"GRUPO","SANTIAGO",52,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503680.36,4790053.57
"GRUPO","SANTIAGO",53,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503684.71,4790057.71
"GRUPO","SANTIAGO",54,"8 - BASURTU-ZORROTZA","BASURTU",15,48002,503698.84,4790047.29
"PLAZUELA","SANTIAGO",1,"5 - IBAIONDO","CASCO VIEJO",7,48005,506275.53,4789615.26
"PLAZUELA","SANTIAGO",3,"5 - IBAIONDO","CASCO VIEJO",7,48005,506254.88,4789577.2
"PLAZUELA","SANTIAGO",4,"5 - IBAIONDO","CASCO VIEJO",6,48005,506242.72,4789594.06
"PLAZUELA","SANTIAGO",5,"5 - IBAIONDO","CASCO VIEJO",6,48005,506254.62,4789604.8
"PLAZUELA","SANTIAGO",6,"5 - IBAIONDO","CASCO VIEJO",6,48005,506255.51,4789606.88
"CARRERA","SANTIAGO DE",2,"5 - IBAIONDO","CASCO VIEJO",7,48005,506269.52,4789566.93
"CALLE","SANTIAGO DE COMPOSTELA",1,"5 - IBAIONDO","ZABALA",29,48003,505646.79,4788976.03
"CALLE","SANTIAGO DE COMPOSTELA",2,"5 - IBAIONDO","ZABALA",29,48003,505623.25,4788952.93
"CALLE","SANTIAGO DE COMPOSTELA",3,"5 - IBAIONDO","ZABALA",29,48003,505668.07,4788985.2
"CALLE","SANTIAGO DE COMPOSTELA",4,"5 - IBAIONDO","ZABALA",29,48003,505633.35,4788943.87
"CALLE","SANTIAGO DE COMPOSTELA",5,"5 - IBAIONDO","ZABALA",29,48003,505680.86,4788964.31
"CALLE","SANTIAGO DE COMPOSTELA",6,"5 - IBAIONDO","ZABALA",29,48003,505641.73,4788925.64
"CALLE","SANTIAGO DE COMPOSTELA",7,"5 - IBAIONDO","ZABALA",29,48003,505665.68,4788950.1
"CALLE","SANTIAGO DE COMPOSTELA",8,"5 - IBAIONDO","SAN ADRIAN",32,48003,505659.33,4788869.02
"CALLE","SANTIAGO DE COMPOSTELA",10,"5 - IBAIONDO","SAN ADRIAN",32,48003,505670.06,4788848.56
"CALLE","SANTIAGO DE COMPOSTELA",11,"5 - IBAIONDO","SAN ADRIAN",32,48003,505688.97,4788865.15
"CALLE","SANTIAGO DE COMPOSTELA",12,"5 - IBAIONDO","SAN ADRIAN",32,48003,505721.56,4788808.05
"CALLE","SANTIAGO DE COMPOSTELA",13,"5 - IBAIONDO","SAN ADRIAN",32,48003,505711.81,4788842.79
"CALLE","SANTIAGO DE COMPOSTELA",14,"5 - IBAIONDO","SAN ADRIAN",43,48003,505853.92,4788715.72
"CALLE","SANTIAGO DE COMPOSTELA",15,"5 - IBAIONDO","SAN ADRIAN",43,48003,505869.26,4788735.52
"CALLE","SANTIMAMIÑE CUEVA",1,"5 - IBAIONDO","CASCO VIEJO",1,48005,506367.15,4789841.64
"CALLE","SANTIMAMIÑE CUEVA",2,"5 - IBAIONDO","CASCO VIEJO",1,48005,506358.29,4789843.33
"ALTO","SANTO DOMINGO",1,"2 - URIBARRI","DISEMINADO",1,48015,507518.13,4790957.08
"ALTO","SANTO DOMINGO",2,"2 - URIBARRI","DISEMINADO",1,48015,507463.27,4790953.02
"ALTO","SANTO DOMINGO",3,"2 - URIBARRI","DISEMINADO",1,48015,507445.86,4790899.9
"ALTO","SANTO DOMINGO",4,"2 - URIBARRI","DISEMINADO",1,48015,507454.47,4790953.5
"ALTO","SANTO DOMINGO",5,"2 - URIBARRI","DISEMINADO",1,48015,507430.83,4790899
"ALTO","SANTO DOMINGO",6,"2 - URIBARRI","DISEMINADO",1,48015,507444.5,4790954.04
"CARRETERA","SANTO DOMINGO",20,"2 - URIBARRI","DISEMINADO",1,48015,507963.21,4791346.29
"CARRETERA","SANTO DOMINGO",35,"2 - URIBARRI","DISEMINADO",1,48015,507800.07,4791512.3
"CARRETERA","SANTO DOMINGO",37,"2 - URIBARRI","DISEMINADO",1,48015,507823.33,4791561.81
"CARRETERA","SANTO DOMINGO",40,"2 - URIBARRI","DISEMINADO",1,48015,508005.26,4791463.42
"CARRETERA","SANTO DOMINGO",41,"2 - URIBARRI","DISEMINADO",1,48015,507749.94,4791605.83
"CARRETERA","SANTO DOMINGO",42,"2 - URIBARRI","DISEMINADO",1,48015,508073.63,4791406.56
"CARRETERA","SANTO DOMINGO",43,"2 - URIBARRI","DISEMINADO",1,48015,507791.88,4791715.44
"CARRETERA","SANTO DOMINGO",44,"2 - URIBARRI","DISEMINADO",1,48015,508091.89,4791454.26
"CARRETERA","SANTO DOMINGO",45,"2 - URIBARRI","DISEMINADO",1,48015,507724.59,4791801.29
"CARRETERA","SANTO DOMINGO",45,"2 - URIBARRI","DISEMINADO",1,48015,507804.95,4791882.62
"CARRETERA","SANTO DOMINGO",46,"2 - URIBARRI","DISEMINADO",1,48015,508034.73,4791527.51
"CARRETERA","SANTO DOMINGO",47,"2 - URIBARRI","DISEMINADO",1,48015,507942.78,4791486.33
"CARRETERA","SANTO DOMINGO",48,"2 - URIBARRI","DISEMINADO",1,48015,508110.54,4791498.22
"CARRETERA","SANTO DOMINGO",50,"2 - URIBARRI","DISEMINADO",1,48015,508009.26,4791576.99
"CARRETERA","SANTO DOMINGO",51,"2 - URIBARRI","DISEMINADO",1,48015,507939.89,4791589.87
"CARRETERA","SANTO DOMINGO",60,"2 - URIBARRI","DISEMINADO",1,48015,508112.5,4791757.68
"CARRETERA","SANTO DOMINGO",62,"2 - URIBARRI","DISEMINADO",1,48015,508124.84,4791795.7
"CARRETERA","SANTO DOMINGO",65,"2 - URIBARRI","DISEMINADO",1,48015,508089.2,4791844.38
"CARRETERA","SANTO DOMINGO",66,"2 - URIBARRI","DISEMINADO",1,48015,508234.99,4791876.92
"GRUPO","SANTO DOMINGO DE GUZMAN",1,"5 - IBAIONDO","ITURRALDE",2,48006,506566.23,4789839.62
"GRUPO","SANTO DOMINGO DE GUZMAN",2,"5 - IBAIONDO","ITURRALDE",2,48006,506571.96,4789819.31
"GRUPO","SANTO DOMINGO DE GUZMAN",3,"5 - IBAIONDO","ITURRALDE",2,48006,506581.72,4789806.66
"GRUPO","SANTO DOMINGO DE GUZMAN",4,"5 - IBAIONDO","ITURRALDE",2,48006,506591.59,4789794.07
"GRUPO","SANTO DOMINGO DE GUZMAN",5,"5 - IBAIONDO","ITURRALDE",2,48006,506600.96,4789781.07
"GRUPO","SANTO DOMINGO DE GUZMAN",6,"5 - IBAIONDO","ITURRALDE",2,48006,506606.33,4789774.25
"GRUPO","SANTO DOMINGO DE GUZMAN",7,"5 - IBAIONDO","ITURRALDE",2,48006,506551.83,4789824.22
"GRUPO","SANTO DOMINGO DE GUZMAN",8,"5 - IBAIONDO","ITURRALDE",2,48006,506565.99,4789806.23
"GRUPO","SANTO DOMINGO DE GUZMAN",9,"5 - IBAIONDO","ITURRALDE",2,48006,506573.77,4789796.52
"GRUPO","SANTO DOMINGO DE GUZMAN",10,"5 - IBAIONDO","ITURRALDE",2,48006,506588.17,4789778.41
"GRUPO","SANTO DOMINGO DE GUZMAN",11,"5 - IBAIONDO","ITURRALDE",2,48006,506541.45,4789803.53
"GRUPO","SANTO DOMINGO DE GUZMAN",12,"5 - IBAIONDO","ITURRALDE",2,48006,506551.05,4789791.5
"GRUPO","SANTO DOMINGO DE GUZMAN",13,"5 - IBAIONDO","ITURRALDE",2,48006,506562.11,4789777.47
"GRUPO","SANTO DOMINGO DE GUZMAN",14,"5 - IBAIONDO","ITURRALDE",2,48006,506526.76,4789788.38
"CALLE","SANTO ROSARIO",1,"4 - BEGOÑA","SANTUTXU",14,48004,507143.74,4789152.76
"CALLE","SANTO ROSARIO",2,"4 - BEGOÑA","SANTUTXU",15,48004,507134.17,4789115.06
"CALLE","SANTO ROSARIO",4,"4 - BEGOÑA","SANTUTXU",15,48004,507139,4789094.61
"PLAZUELA","SANTOS JUANES",1,"5 - IBAIONDO","ATXURI",15,48006,506408.94,4789401.15
"PLAZUELA","SANTOS JUANES",1,"5 - IBAIONDO","ATXURI",15,48006,506408.12,4789407.22
"PLAZUELA","SANTOS JUANES",2,"5 - IBAIONDO","ATXURI",18,48006,506408.64,4789358.54
"PLAZUELA","SANTOS JUANES",3,"5 - IBAIONDO","ATXURI",15,48006,506428.78,4789388.64
"PLAZUELA","SANTOS JUANES",4,"5 - IBAIONDO","ATXURI",18,48006,506422.32,4789340.55
"PLAZUELA","SANTOS JUANES",5,"5 - IBAIONDO","ATXURI",15,48006,506435.55,4789388.89
"PLAZUELA","SANTOS JUANES",6,"5 - IBAIONDO","ATXURI",18,48006,506426.99,4789334.25
"PLAZUELA","SANTOS JUANES",7,"5 - IBAIONDO","ATXURI",15,48006,506451.6,4789350.09
"CALLE","SANTURTZI",1,"2 - URIBARRI","URIBARRI",6,48007,506920,4790698.78
"CALLE","SANTURTZI",3,"2 - URIBARRI","URIBARRI",6,48007,506908.25,4790712.82
"CALLE","SANTURTZI",5,"2 - URIBARRI","URIBARRI",6,48007,506896.4,4790726.94
"CALLE","SANTURTZI",7,"2 - URIBARRI","URIBARRI",5,48007,506873.19,4790755.47
"CALLE","SANTURTZI",9,"2 - URIBARRI","URIBARRI",5,48007,506858.35,4790773.07
"CALLE","SANTURTZI",11,"2 - URIBARRI","URIBARRI",5,48007,506843.69,4790790.57
"CALLE","SANTUTXU",1,"4 - BEGOÑA","SANTUTXU",9,48004,506853.22,4789316.16
"CALLE","SANTUTXU",2,"4 - BEGOÑA","SANTUTXU",8,48004,506836.42,4789305.08
"CALLE","SANTUTXU",3,"4 - BEGOÑA","SANTUTXU",9,48004,506867.08,4789301.27
"CALLE","SANTUTXU",4,"4 - BEGOÑA","SANTUTXU",8,48004,506851.69,4789288.56
"CALLE","SANTUTXU",5,"4 - BEGOÑA","SANTUTXU",9,48004,506875.9,4789291.5
"CALLE","SANTUTXU",6,"4 - BEGOÑA","SANTUTXU",8,48004,506860.75,4789278.68
"CALLE","SANTUTXU",7,"4 - BEGOÑA","SANTUTXU",9,48004,506891.82,4789274.5
"CALLE","SANTUTXU",8,"4 - BEGOÑA","SANTUTXU",8,48004,506873.24,4789265.13
"CALLE","SANTUTXU",9,"4 - BEGOÑA","SANTUTXU",9,48004,506902.5,4789262.72
"CALLE","SANTUTXU",10,"4 - BEGOÑA","SANTUTXU",8,48004,506883.33,4789254.31
"CALLE","SANTUTXU",12,"4 - BEGOÑA","SANTUTXU",8,48004,506895.39,4789241.21
"CALLE","SANTUTXU",13,"4 - BEGOÑA","SANTUTXU",14,48004,506956.88,4789159.66
"CALLE","SANTUTXU",14,"4 - BEGOÑA","SANTUTXU",8,48004,506905.65,4789229.33
"CALLE","SANTUTXU",15,"4 - BEGOÑA","SANTUTXU",14,48004,506961.53,4789148.16
"CALLE","SANTUTXU",16,"4 - BEGOÑA","SANTUTXU",8,48004,506913.47,4789215.41
"CALLE","SANTUTXU",17,"4 - BEGOÑA","SANTUTXU",14,48004,506968.51,4789130.23
"CALLE","SANTUTXU",18,"4 - BEGOÑA","SANTUTXU",13,48004,506943.49,4789134.96
"CALLE","SANTUTXU",19,"4 - BEGOÑA","SANTUTXU",14,48004,506973.43,4789117.81
"CALLE","SANTUTXU",20,"4 - BEGOÑA","SANTUTXU",13,48004,506951.88,4789116.48
"CALLE","SANTUTXU",22,"4 - BEGOÑA","SANTUTXU",13,48004,506917.8,4789093.89
"CALLE","SANTUTXU",24,"4 - BEGOÑA","SANTUTXU",13,48004,506919.66,4789052.28
"CALLE","SANTUTXU",26,"4 - BEGOÑA","SANTUTXU",13,48004,506940.61,4789051.84
"CALLE","SANTUTXU",27,"4 - BEGOÑA","SANTUTXU",15,48004,506998.69,4789079.48
