"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"CALLE","ALBACETE",9,"4 - BEGOÑA","SANTUTXU",24,48004,507288.97,4789042.44
"CALLE","ALBACETE",11,"4 - BEGOÑA","SANTUTXU",24,48004,507273.71,4789053.35
"CALLE","ALBERCA DOCTOR",1,"2 - URIBARRI","ZURBARAN",8,48007,506898.63,4790446.84
"CALLE","ALBERCA DOCTOR",2,"2 - URIBARRI","ZURBARAN",8,48007,506912.12,4790433.79
"CALLE","ALBERCA DOCTOR",3,"2 - URIBARRI","ZURBARAN",8,48007,506919.06,4790450.23
"CALLE","ALBERCA DOCTOR",4,"2 - URIBARRI","ZURBARAN",8,48007,506934.9,4790437.68
"CALLE","ALBERCA DOCTOR",5,"2 - URIBARRI","ZURBARAN",8,48007,506939.5,4790453.51
"CALLE","ALBERCA DOCTOR",6,"2 - URIBARRI","ZURBARAN",8,48007,506963.85,4790442.49
"CALLE","ALBERCA DOCTOR",7,"2 - URIBARRI","ZURBARAN",8,48007,506959.61,4790456.77
"CALLE","ALBERCA DOCTOR",8,"2 - URIBARRI","ZURBARAN",8,48007,506980.56,4790445.26
"CALLE","ALBERDI BENITO",1,"7 - ERREKALDE","ERREKALDEBERRI",26,48002,504593.15,4789110.19
"CALLE","ALBERDI BENITO",2,"7 - ERREKALDE","ERREKALDEBERRI",26,48002,504576.91,4789116.47
"CALLE","ALBERDI BENITO",4,"7 - ERREKALDE","ERREKALDEBERRI",26,48002,504565.71,4789098.41
"CALLE","ALBERDI BENITO",6,"7 - ERREKALDE","ERREKALDEBERRI",26,48002,504555.01,4789081.27
"CALLE","ALCORTA NICOLAS",1,"7 - ERREKALDE","IRALABARRI",12,48003,505480.47,4789491.61
"CALLE","ALCORTA NICOLAS",2,"7 - ERREKALDE","IRALABARRI",12,48003,505459.56,4789509.79
"CALLE","ALCORTA NICOLAS",3,"7 - ERREKALDE","IRALABARRI",12,48003,505447.22,4789493.19
"CALLE","ALCORTA NICOLAS",4,"7 - ERREKALDE","IRALABARRI",12,48003,505397.24,4789513.86
"CALLE","ALCORTA NICOLAS",5,"7 - ERREKALDE","IRALABARRI",12,48003,505411.18,4789496.21
"CALLE","ALCORTA NICOLAS",7,"7 - ERREKALDE","IRALABARRI",12,48003,505374.14,4789498.6
"CALLE","ALDAMIZ MONTE",1,"2 - URIBARRI","URIBARRI",3,48007,506695.94,4790847.03
"CALLE","ALDAMIZ MONTE",2,"2 - URIBARRI","URIBARRI",3,48007,506662.35,4790892.36
"CALLE","ALDAMIZ MONTE",2,"2 - URIBARRI","URIBARRI",3,48007,506743.09,4790868.06
"CALLE","ALDAMIZ MONTE",2,"2 - URIBARRI","URIBARRI",3,48007,506755.29,4790892.87
"CALLE","ALDAMIZ MONTE",3,"2 - URIBARRI","URIBARRI",3,48007,506677.8,4790833.9
"CALLE","ALDAMIZ MONTE",4,"2 - URIBARRI","URIBARRI",3,48007,506656.02,4790916.62
"CALLE","ALDAMIZ MONTE",5,"2 - URIBARRI","URIBARRI",3,48007,506655.53,4790853.35
"CALLE","ALDAMIZ MONTE",6,"2 - URIBARRI","URIBARRI",3,48007,506627.16,4790923.54
"CALLE","ALDAMIZ MONTE",7,"2 - URIBARRI","URIBARRI",3,48007,506631.66,4790878.5
"CALLE","ALDAMIZ MONTE",9,"2 - URIBARRI","URIBARRI",3,48007,506605.64,4790900.23
"GRUPO","ALDAPETA",1,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502283.03,4791432.03
"GRUPO","ALDAPETA",2,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502275.97,4791412.1
"GRUPO","ALDAPETA",3,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502298.62,4791406.34
"GRUPO","ALDAPETA",4,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502301.69,4791391.53
"GRUPO","ALDAPETA",5,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502336.17,4791303.62
"GRUPO","ALDAPETA",6,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502344.96,4791270.16
"CALLE","ALICANTE",1,"4 - BEGOÑA","SANTUTXU",17,48004,507352.52,4789104.44
"CALLE","ALICANTE",3,"4 - BEGOÑA","SANTUTXU",17,48004,507338.11,4789104.28
"CALLE","ALICANTE",5,"4 - BEGOÑA","SANTUTXU",17,48004,507323.62,4789104.06
"CALLE","ALLENDE MANUEL",1,"6 - ABANDO","INDAUTXU",32,48010,504840.12,4790019.6
"CALLE","ALLENDE MANUEL",2,"6 - ABANDO","INDAUTXU",32,48010,504823.6,4790006.61
"CALLE","ALLENDE MANUEL",3,"6 - ABANDO","INDAUTXU",32,48010,504837.65,4789997.44
"CALLE","ALLENDE MANUEL",4,"6 - ABANDO","INDAUTXU",32,48010,504821.59,4789989.39
"CALLE","ALLENDE MANUEL",5,"6 - ABANDO","INDAUTXU",32,48010,504835.17,4789976.42
"CALLE","ALLENDE MANUEL",6,"6 - ABANDO","INDAUTXU",32,48010,504819.63,4789971.47
"CALLE","ALLENDE MANUEL",8,"6 - ABANDO","INDAUTXU",32,48010,504817.99,4789957.41
"CALLE","ALLENDE MANUEL",10,"6 - ABANDO","INDAUTXU",32,48010,504814.77,4789929.55
"CALLE","ALLENDE MANUEL",11,"6 - ABANDO","INDAUTXU",38,48010,504822.71,4789870.17
"CALLE","ALLENDE MANUEL",12,"6 - ABANDO","INDAUTXU",38,48010,504808.51,4789877.94
"CALLE","ALLENDE MANUEL",13,"6 - ABANDO","INDAUTXU",38,48010,504820.04,4789847.16
"CALLE","ALLENDE MANUEL",14,"6 - ABANDO","INDAUTXU",38,48010,504806.12,4789856.04
"CALLE","ALLENDE MANUEL",15,"6 - ABANDO","INDAUTXU",38,48010,504817.57,4789825.59
"CALLE","ALLENDE MANUEL",16,"6 - ABANDO","INDAUTXU",38,48010,504804.04,4789838.9
"CALLE","ALLENDE MANUEL",17,"6 - ABANDO","INDAUTXU",38,48010,504814.64,4789801.69
"CALLE","ALLENDE MANUEL",18,"6 - ABANDO","INDAUTXU",38,48010,504778.97,4789841.76
"CALLE","ALLENDE MANUEL",19,"6 - ABANDO","INDAUTXU",45,48010,504810.3,4789758.57
"CALLE","ALLENDE MANUEL",19,"6 - ABANDO","INDAUTXU",45,48010,504809.65,4789753.18
"CALLE","ALLENDE MANUEL",20,"6 - ABANDO","INDAUTXU",38,48010,504802.08,4789821.81
"CALLE","ALLENDE MANUEL",21,"6 - ABANDO","INDAUTXU",45,48010,504806.02,4789727.75
"CALLE","ALLENDE MANUEL",22,"6 - ABANDO","INDAUTXU",38,48010,504800.17,4789806.03
"CALLE","ALLENDE MANUEL",23,"6 - ABANDO","INDAUTXU",45,48010,504800.23,4789677.1
"CALLE","ALLENDE MANUEL",24,"6 - ABANDO","INDAUTXU",45,48010,504795.11,4789779.74
"CALLE","ALLENDE MANUEL",26,"6 - ABANDO","INDAUTXU",45,48010,504791.47,4789731.95
"CALLE","ALLENDE MANUEL",28,"6 - ABANDO","INDAUTXU",45,48010,504756.05,4789681.75
"CALLE","ALLENDE PARTICULAR",1,"4 - BEGOÑA","SANTUTXU",15,48004,507036.04,4789034.3
"CALLE","ALLENDE PARTICULAR",2,"4 - BEGOÑA","SANTUTXU",22,48004,507070.21,4789030.98
"CALLE","ALLENDE PARTICULAR",3,"4 - BEGOÑA","SANTUTXU",15,48004,507048.98,4789037.67
"CALLE","ALLENDE PARTICULAR",4,"4 - BEGOÑA","SANTUTXU",22,48004,507088.97,4789035.78
"CALLE","ALLENDE PARTICULAR",6,"4 - BEGOÑA","SANTUTXU",22,48004,507100.78,4789038.83
"CALLE","ALLENDE PARTICULAR",8,"4 - BEGOÑA","SANTUTXU",22,48004,507116.85,4789042.92
"CALLE","ALLENDE PARTICULAR",10,"4 - BEGOÑA","SANTUTXU",22,48004,507139.4,4789048.52
"CALLE","ALLENDE PARTICULAR",11,"4 - BEGOÑA","SANTUTXU",15,48004,507124.82,4789057.01
"CALLE","ALLENDE PARTICULAR",12,"4 - BEGOÑA","SANTUTXU",22,48004,507165.25,4789053.7
"CALLE","ALLENDE PARTICULAR",13,"4 - BEGOÑA","SANTUTXU",15,48004,507138.54,4789060.11
"CALLE","ALLENDE PARTICULAR",14,"4 - BEGOÑA","SANTUTXU",22,48004,507189.46,4789056.32
"PLAZA","ALMERIA",1,"4 - BEGOÑA","SANTUTXU",17,48004,507319.46,4789074.91
"PLAZA","ALMERIA",2,"4 - BEGOÑA","SANTUTXU",17,48004,507334.7,4789075.39
"PLAZA","ALMERIA",3,"4 - BEGOÑA","SANTUTXU",17,48004,507349.36,4789075.6
"BARRIO","ALTAMIRA",1,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503085.98,4790239.41
"BARRIO","ALTAMIRA",1,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503129.42,4790212.04
"BARRIO","ALTAMIRA",2,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503091.54,4790222.77
"BARRIO","ALTAMIRA",3,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503065.37,4790224.98
"BARRIO","ALTAMIRA",4,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503070.78,4790208.35
"BARRIO","ALTAMIRA",5,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503076.11,4790191.67
"BARRIO","ALTAMIRA",6,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503044.74,4790210.55
"BARRIO","ALTAMIRA",7,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503050.13,4790193.86
"BARRIO","ALTAMIRA",8,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503055.92,4790177.31
"BARRIO","ALTAMIRA",9,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503024.52,4790196.58
"BARRIO","ALTAMIRA",10,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503029.95,4790179.9
"BARRIO","ALTAMIRA",11,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503034.95,4790162.78
"BARRIO","ALTAMIRA",12,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,502995.72,4790180.46
"BARRIO","ALTAMIRA",13,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,503006.42,4790148.17
"BARRIO","ALTAMIRA",14,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,502970.94,4790154.86
"BARRIO","ALTAMIRA",15,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,502981.51,4790121.37
"BARRIO","ALTAMIRA",16,"8 - BASURTU-ZORROTZA","ALTAMIRA",9,48002,502963.29,4790089
"BARRIO","ALTAMIRA",17,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503163.51,4790159.18
"BARRIO","ALTAMIRA",18,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503163.47,4790141.24
"BARRIO","ALTAMIRA",19,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503170.53,4790124.83
"BARRIO","ALTAMIRA",19,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503176.98,4790105.71
"BARRIO","ALTAMIRA",20,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503141.56,4790154.64
"BARRIO","ALTAMIRA",21,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503141.56,4790136.82
"BARRIO","ALTAMIRA",22,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503148.68,4790120.37
"BARRIO","ALTAMIRA",23,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503119.18,4790149.77
"BARRIO","ALTAMIRA",24,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503119.22,4790132.23
"BARRIO","ALTAMIRA",25,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503126.45,4790115.35
"BARRIO","ALTAMIRA",26,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503098.71,4790120.73
"BARRIO","ALTAMIRA",27,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503102.85,4790103.73
"BARRIO","ALTAMIRA",28,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503056.54,4790145.04
"BARRIO","ALTAMIRA",29,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503062.68,4790126.13
"BARRIO","ALTAMIRA",30,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503022.22,4790116.38
"BARRIO","ALTAMIRA",31,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503046.67,4790091.47
"BARRIO","ALTAMIRA",32,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503001.56,4790087.07
"BARRIO","ALTAMIRA",33,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503028.58,4790060.84
"BARRIO","ALTAMIRA",34,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,502994.03,4790051.17
"BARRIO","ALTAMIRA",35,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503152.61,4790093.84
"BARRIO","ALTAMIRA",36,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503155.74,4790075.63
"BARRIO","ALTAMIRA",37,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503165.33,4790059.17
"BARRIO","ALTAMIRA",38,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503128.69,4790087.33
"BARRIO","ALTAMIRA",39,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503122.25,4790052.34
"BARRIO","ALTAMIRA",40,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503074.97,4790053.67
"CALLE","ALTUBE",1,"7 - ERREKALDE","ERREKALDEBERRI",30,48002,504385.65,4788943.48
"CALLE","ALTUBE",2,"7 - ERREKALDE","ERREKALDEBERRI",25,48002,504414.66,4788957.16
"CALLE","ALTUBE",2,"7 - ERREKALDE","ERREKALDEBERRI",25,48002,504398.03,4789015.57
"CALLE","ALTUBE",3,"7 - ERREKALDE","ERREKALDEBERRI",30,48002,504372.46,4788945.15
"CALLE","ALTUBE",4,"7 - ERREKALDE","ERREKALDEBERRI",25,48002,504381.23,4788959
"CALLE","ALTUBE",5,"7 - ERREKALDE","ERREKALDEBERRI",29,48002,504295.74,4788947.17
"CALLE","ALTUBE",6,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504337.45,4788964.67
"CALLE","ALTUBE",10,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504295.44,4788970.58
"CALLE","ALTUBE",12,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504255.17,4789014.02
"CALLE","ALTUBE",14,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504232.79,4789041.88
"TRAVESIA","ALTUBE",1,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504332.11,4788979.98
"TRAVESIA","ALTUBE",2,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504333.89,4788995
"TRAVESIA","ALTUBE",4,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504313.52,4788996.04
"TRAVESIA","ALTUBE",5,"7 - ERREKALDE","ERREKALDEBERRI",23,48002,504312.86,4788979.22
"CALLE","ALTUBE SEBER",1,"1 - DEUSTU","SAN IGNACIO",13,48015,503378.01,4792004.43
"CALLE","ALTUBE SEBER",2,"1 - DEUSTU","SAN IGNACIO",13,48015,503394.66,4792013.06
"CALLE","ALTUBE SEBER",3,"1 - DEUSTU","SAN IGNACIO",13,48015,503371.76,4792021.09
"CALLE","ALTUBE SEBER",4,"1 - DEUSTU","SAN IGNACIO",13,48015,503388.64,4792027.99
"CALLE","ALTUBE SEBER",5,"1 - DEUSTU","SAN IGNACIO",13,48015,503364.93,4792037.72
"CALLE","ALTUBE SEBER",6,"1 - DEUSTU","SAN IGNACIO",13,48015,503380.61,4792043.07
"CALLE","ALTUBE SEBER",7,"1 - DEUSTU","SAN IGNACIO",13,48015,503358.09,4792054.36
"CALLE","ALTUBE SEBER",8,"1 - DEUSTU","SAN IGNACIO",13,48015,503373.91,4792059.5
"CALLE","ALTXERRI CUEVA",1,"5 - IBAIONDO","CASCO VIEJO",1,48005,506395.79,4789741.44
"CALLE","ALTXERRI CUEVA",3,"5 - IBAIONDO","CASCO VIEJO",1,48005,506396.22,4789744.97
"CAMINO","ALUZETABIDEA",29,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504674.85,4788367.72
"CAMINO","ALUZETABIDEA",31,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504678.88,4788366.45
"CAMINO","ALUZETABIDEA",33,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504688.89,4788369.46
"CAMINO","ALUZETABIDEA",35,"7 - ERREKALDE","ERREKALDEBERRI",38,48003,504695.59,4788377.25
"CALLE","ALZAGA TORIBIO",1,"1 - DEUSTU","SAN IGNACIO",12,48015,503305.51,4791895.11
"CALLE","ALZAGA TORIBIO",3,"1 - DEUSTU","SAN IGNACIO",12,48015,503325.64,4791903.37
"CALLE","ALZOLA PABLO DE",1,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504432.94,4789635.25
"CALLE","ALZOLA PABLO DE",2,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504415.84,4789645.19
"CALLE","ALZOLA PABLO DE",3,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504440.73,4789609.01
"CALLE","ALZOLA PABLO DE",4,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504423.56,4789618.61
"CALLE","ALZOLA PABLO DE",5,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504450.53,4789573.96
"CALLE","ALZOLA PABLO DE",6,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504429.47,4789598.26
"CALLE","ALZOLA PABLO DE",8,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504433.78,4789583.33
"CALLE","ALZOLA PABLO DE",9,"8 - BASURTU-ZORROTZA","BASURTU",22,48012,504456.04,4789555.06
"CALLE","ALZOLA PABLO DE",11,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504474.29,4789517.66
"CALLE","ALZOLA PABLO DE",12,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504471.21,4789460.65
"CALLE","ALZOLA PABLO DE",13,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504473.47,4789495.08
"CALLE","ALZOLA PABLO DE",14,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504475.59,4789446.05
"CALLE","ALZOLA PABLO DE",15,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504478.18,4789479.34
"CALLE","ALZOLA PABLO DE",16,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504478.57,4789429.91
"CALLE","ALZOLA PABLO DE",17,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504482.08,4789465.8
"CALLE","ALZOLA PABLO DE",18,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504481.13,4789421.07
"CALLE","ALZOLA PABLO DE",19,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504486.11,4789452.1
"CALLE","ALZOLA PABLO DE",20,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504485.64,4789405.63
"CALLE","ALZOLA PABLO DE",21,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504489.94,4789438.82
"CALLE","ALZOLA PABLO DE",22,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504488.28,4789396.66
"CALLE","ALZOLA PABLO DE",23,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504493.86,4789425.29
"CALLE","ALZOLA PABLO DE",25,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504497.43,4789412.6
"CALLE","ALZOLA PABLO DE",27,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504501.02,4789401.42
"CALLE","ALZOLA PABLO DE",29,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504504.35,4789390.09
"CALLE","ALZOLA PABLO DE",31,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504509.59,4789371.49
"PLAZA","AMETZOLA",1,"7 - ERREKALDE","AMETZOLA",13,48012,505068.42,4789457.49
"PLAZA","AMETZOLA",2,"7 - ERREKALDE","AMETZOLA",8,48012,505124.48,4789452.67
"CALLE","AMISTAD",1,"6 - ABANDO","ABANDO",13,48001,506111.19,4790020.69
"CALLE","AMISTAD",2,"6 - ABANDO","ABANDO",13,48001,506128.23,4790023.49
"CALLE","AMISTAD",3,"6 - ABANDO","ABANDO",13,48001,506125.67,4790032.83
"CALLE","AMISTAD",4,"6 - ABANDO","ABANDO",13,48001,506142.39,4790035.28
"CALLE","AMISTAD",5,"6 - ABANDO","ABANDO",13,48001,506138.85,4790044.01
"CALLE","AMISTAD",6,"6 - ABANDO","ABANDO",13,48001,506151.46,4790042.93
"CALLE","AMISTAD",7,"6 - ABANDO","ABANDO",13,48001,506151.81,4790055.05
"GRUPO","AMISTAD",1,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502207.23,4791216.12
"GRUPO","AMISTAD",2,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502205.21,4791205.11
"GRUPO","AMISTAD",3,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502204.51,4791202.27
"GRUPO","AMISTAD",4,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502202.47,4791191.19
"GRUPO","AMISTAD",5,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502201.94,4791188.14
"GRUPO","AMISTAD",6,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502199.97,4791177.35
"GRUPO","AMISTAD",7,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502199.38,4791174.07
"GRUPO","AMISTAD",8,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502197.3,4791163.13
"GRUPO","AMISTAD",9,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.33,4791151.2
"GRUPO","AMISTAD",10,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.78,4791148.2
"GRUPO","AMISTAD",11,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.69,4791137.07
"GRUPO","AMISTAD",12,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.52,4791133.95
"GRUPO","AMISTAD",13,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.3,4791122.84
"GRUPO","AMISTAD",14,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.18,4791119.71
"GRUPO","AMISTAD",15,"8 - BASURTU-ZORROTZA","ZORROTZA",8,48013,502196.17,4791108.52
"CALLE","AMPARO",1,"5 - IBAIONDO","ZABALA",24,48003,505625.75,4789436.63
"CALLE","AMPARO",3,"5 - IBAIONDO","ZABALA",24,48003,505611.81,4789436.63
"CALLE","ANBOTO",1,"7 - ERREKALDE","ERREKALDEBERRI",30,48002,504363.24,4788835.26
"CALLE","ANBOTO",2,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504473.92,4788843.86
"CALLE","ANBOTO",3,"7 - ERREKALDE","ERREKALDEBERRI",29,48002,504282.78,4788847.75
"CALLE","ANBOTO",4,"7 - ERREKALDE","ERREKALDEBERRI",32,48002,504450.85,4788843.02
"CALLE","ANBOTO",6,"7 - ERREKALDE","ERREKALDEBERRI",29,48002,504284.32,4788867.35
"CALLE","ANDALUCIA",1,"1 - DEUSTU","SAN IGNACIO",2,48015,502966.28,4792430.77
"CALLE","ANDALUCIA",2,"1 - DEUSTU","SAN IGNACIO",2,48015,502959.1,4792394.25
"CALLE","ANDALUCIA",3,"1 - DEUSTU","SAN IGNACIO",2,48015,502991.12,4792440.2
"CALLE","ANDALUCIA",4,"1 - DEUSTU","SAN IGNACIO",2,48015,503012.45,4792416.16
"CALLE","ANDALUCIA",6,"1 - DEUSTU","SAN IGNACIO",2,48015,503032.41,4792424.24
"BARRIO","ANDRAMARIA DE BEGOÑA",1,"2 - URIBARRI","ZURBARAN",13,48007,507175.09,4790161.8
"BARRIO","ANDRAMARIA DE BEGOÑA",2,"2 - URIBARRI","ZURBARAN",13,48007,507165.73,4790176.76
"BARRIO","ANDRAMARIA DE BEGOÑA",3,"2 - URIBARRI","ZURBARAN",13,48007,507159.99,4790192.25
"BARRIO","ANDRAMARIA DE BEGOÑA",4,"2 - URIBARRI","ZURBARAN",13,48007,507159.52,4790209.25
"BARRIO","ANDRAMARIA DE BEGOÑA",5,"2 - URIBARRI","ZURBARAN",13,48007,507162.85,4790241.66
"BARRIO","ANDRAMARIA DE BEGOÑA",6,"2 - URIBARRI","ZURBARAN",13,48007,507165.78,4790260.7
"BARRIO","ANDRAMARIA DE BEGOÑA",7,"2 - URIBARRI","ZURBARAN",13,48007,507168.77,4790280.01
"BARRIO","ANDRAMARIA DE BEGOÑA",8,"2 - URIBARRI","ZURBARAN",13,48007,507192.71,4790172.69
"BARRIO","ANDRAMARIA DE BEGOÑA",9,"2 - URIBARRI","ZURBARAN",13,48007,507183.42,4790189.41
"BARRIO","ANDRAMARIA DE BEGOÑA",10,"2 - URIBARRI","ZURBARAN",13,48007,507179.62,4790207.97
"BARRIO","ANDRAMARIA DE BEGOÑA",11,"2 - URIBARRI","ZURBARAN",13,48007,507182.8,4790240.88
"BARRIO","ANDRAMARIA DE BEGOÑA",12,"2 - URIBARRI","ZURBARAN",13,48007,507185.81,4790260.2
"BARRIO","ANDRAMARIA DE BEGOÑA",13,"2 - URIBARRI","ZURBARAN",13,48007,507188.72,4790278.95
"BARRIO","ANDRAMARIA DE BEGOÑA",14,"2 - URIBARRI","ZURBARAN",13,48007,507199.98,4790180.8
"BARRIO","ANDRAMARIA DE BEGOÑA",15,"2 - URIBARRI","ZURBARAN",13,48007,507190.49,4790201.23
"BARRIO","ANDRAMARIA DE BEGOÑA",16,"2 - URIBARRI","ZURBARAN",13,48007,507202.86,4790240.2
"BARRIO","ANDRAMARIA DE BEGOÑA",17,"2 - URIBARRI","ZURBARAN",13,48007,507205.82,4790258.97
"BARRIO","ANDRAMARIA DE BEGOÑA",18,"2 - URIBARRI","ZURBARAN",13,48007,507208.75,4790278.05
"BARRIO","ANDRAMARIA DE BEGOÑA",19,"2 - URIBARRI","ZURBARAN",13,48007,507214.24,4790195.66
"BARRIO","ANDRAMARIA DE BEGOÑA",20,"2 - URIBARRI","ZURBARAN",13,48007,507210.64,4790204.31
"BARRIO","ANDRAMARIA DE BEGOÑA",21,"2 - URIBARRI","ZURBARAN",13,48007,507223.18,4790243.32
"BARRIO","ANDRAMARIA DE BEGOÑA",22,"2 - URIBARRI","ZURBARAN",13,48007,507226.1,4790262.23
"BARRIO","ANDRAMARIA DE BEGOÑA",23,"2 - URIBARRI","ZURBARAN",13,48007,507228.89,4790281.42
"BARRIO","ANDRAMARIA DE BEGOÑA",24,"2 - URIBARRI","ZURBARAN",13,48007,507243.61,4790218.85
"BARRIO","ANDRAMARIA DE BEGOÑA",25,"2 - URIBARRI","ZURBARAN",13,48007,507243.87,4790248.33
"BARRIO","ANDRAMARIA DE BEGOÑA",26,"2 - URIBARRI","ZURBARAN",13,48007,507246.67,4790264.97
"BARRIO","ANDRAMARIA DE BEGOÑA",27,"2 - URIBARRI","ZURBARAN",13,48007,507248.6,4790282.22
"CALLE","ANTXETA JUAN DE",1,"1 - DEUSTU","SAN IGNACIO",15,48015,503559.72,4791917.82
"CALLE","ANTXETA JUAN DE",2,"1 - DEUSTU","SAN IGNACIO",15,48015,503550.54,4791933.99
"CALLE","ANTXETA JUAN DE",3,"1 - DEUSTU","SAN IGNACIO",15,48015,503539.59,4791954.7
